comfort,mental_health_pre,mental_health_since,wellbeing_since,gender,age,partner,species,loneliness_pre,loneliness_since
40,20,20,7,female,55_64,living_partner,dog,3,3
48,20,16,22,female,35_44,living_partner,dog,3,7
46,20,19,16,female,25_34,living_partner,cat,3,6
12,21,20,27,female,35_44,living_partner,dog,3,6
48,17,18,29,female,45_54,living_partner,cat,3,3
12,25,20,20,female,45_54,not_living_partner,dog,6,9
45,21,16,20,female,18_24,not_living_partner,bird,4,4
48,21,19,24,female,18_24,not_living_partner,dog,4,7
45,21,21,14,male,45_54,living_partner,dog,3,3
48,21,21,23,female,70_over,living_partner,dog,6,7
48,19,21,24,female,18_24,living_partner,dog,5,5
48,17,15,17,female,25_34,not_living_partner,dog,6,7
45,20,18,14,female,55_64,living_partner,dog,5,5
47,21,20,18,female,70_over,not_living_partner,cat,3,8
37,22,19,19,female,25_34,living_partner,cat,3,7
38,23,22,18,female,45_54,not_living_partner,dog,4,9
40,22,17,20,female,25_34,living_partner,cat,3,4
41,19,20,14,female,55_64,not_living_partner,dog,3,6
12,21,22,23,female,70_over,not_living_partner,dog,3,6
48,21,21,9,female,55_64,living_partner,dog,3,4
41,20,20,19,female,35_44,not_living_partner,dog,3,5
35,20,20,22,female,55_64,living_partner,dog,6,5
37,20,20,15,female,25_34,living_partner,dog,3,3
41,18,21,12,female,45_54,living_partner,cat,3,3
42,22,20,16,female,45_54,living_partner,dog,3,3
42,18,17,24,female,45_54,living_partner,cat,5,7
44,18,21,15,female,18_24,not_living_partner,cat,9,4
40,17,17,23,female,25_34,living_partner,dog,6,4
39,16,14,22,female,35_44,living_partner,cat,6,5
38,19,18,13,female,25_34,living_partner,dog,5,9
46,23,20,23,female,35_44,living_partner,cat,9,8
48,21,20,24,female,35_44,living_partner,dog,5,7
42,20,21,14,male,25_34,living_partner,dog,4,4
44,21,21,17,female,65_70,living_partner,dog,3,4
42,22,21,18,female,45_54,not_living_partner,dog,3,3
48,23,19,19,female,25_34,living_partner,dog,7,3
48,18,20,19,female,35_44,not_living_partner,dog,4,5
0,20,20,14,female,70_over,not_living_partner,dog,5,3
45,18,18,25,female,55_64,living_partner,dog,3,6
39,22,23,17,female,35_44,not_living_partner,dog,3,5
47,22,21,21,female,45_54,living_partner,dog,3,5
47,20,20,14,female,35_44,not_living_partner,dog,7,8
48,16,17,23,female,18_24,not_living_partner,dog,3,9
43,19,19,17,female,35_44,not_living_partner,cat,3,4
38,23,19,20,female,55_64,not_living_partner,dog,6,6
48,19,20,19,female,45_54,not_living_partner,dog,4,9
46,18,21,22,female,25_34,living_partner,dog,3,4
47,24,20,17,female,45_54,not_living_partner,dog,6,6
48,20,17,21,female,25_34,not_living_partner,dog,4,6
48,23,23,19,female,45_54,living_partner,dog,3,5
41,21,17,26,female,18_24,living_partner,small,4,7
43,20,19,22,female,55_64,not_living_partner,dog,6,9
48,19,15,23,female,25_34,not_living_partner,dog,5,9
44,16,20,14,female,55_64,living_partner,dog,8,7
44,20,17,27,female,45_54,living_partner,dog,6,8
39,18,16,19,female,35_44,living_partner,cat,5,5
48,19,16,19,female,25_34,living_partner,cat,3,5
48,22,21,15,female,45_54,not_living_partner,dog,3,5
48,19,21,16,male,65_70,not_living_partner,dog,9,9
43,22,22,13,female,70_over,living_partner,dog,3,3
48,22,22,18,female,65_70,living_partner,cat,3,3
48,17,19,20,female,45_54,not_living_partner,cat,5,6
47,20,19,16,female,35_44,not_living_partner,dog,7,6
47,21,18,27,female,65_70,not_living_partner,dog,9,8
48,19,19,7,female,55_64,not_living_partner,dog,3,3
48,23,21,9,female,55_64,not_living_partner,dog,6,5
48,18,18,19,female,55_64,living_partner,dog,6,6
48,19,21,22,female,45_54,not_living_partner,cat,3,7
46,23,22,16,female,55_64,living_partner,dog,4,3
46,18,21,20,female,55_64,not_living_partner,dog,3,3
46,20,18,15,female,45_54,living_partner,dog,3,4
36,22,22,9,female,45_54,living_partner,dog,3,3
47,20,21,19,female,25_34,living_partner,dog,3,5
48,15,16,22,female,45_54,not_living_partner,cat,9,9
48,22,20,13,female,65_70,not_living_partner,dog,3,4
48,20,20,18,female,55_64,living_partner,cat,3,4
42,22,22,18,female,45_54,living_partner,dog,9,8
48,19,21,12,female,55_64,not_living_partner,cat,3,5
40,22,23,14,female,25_34,living_partner,dog,8,8
39,18,21,18,male,25_34,not_living_partner,cat,9,5
48,16,19,17,female,18_24,not_living_partner,cat,7,5
40,23,16,17,male,55_64,living_partner,cat,6,6
42,22,22,10,female,70_over,living_partner,cat,3,3
43,21,20,19,female,35_44,living_partner,cat,3,9
44,20,20,26,female,45_54,not_living_partner,dog,5,9
45,19,19,9,female,45_54,not_living_partner,dog,3,3
44,18,19,25,female,35_44,living_partner,dog,9,8
40,20,17,22,female,25_34,not_living_partner,dog,9,7
48,15,14,17,female,25_34,living_partner,cat,5,7
47,16,20,22,female,35_44,living_partner,cat,7,4
40,20,19,18,female,25_34,living_partner,dog,6,6
47,17,16,18,female,18_24,not_living_partner,dog,3,6
48,16,15,35,female,25_34,not_living_partner,dog,9,9
44,19,19,18,female,25_34,living_partner,small,3,5
43,21,20,14,female,35_44,not_living_partner,cat,3,5
48,16,16,24,female,25_34,not_living_partner,dog,9,9
42,21,21,12,male,35_44,living_partner,dog,3,3
42,20,18,16,female,25_34,not_living_partner,cat,3,6
12,20,18,15,female,45_54,living_partner,dog,3,4
45,23,23,24,female,25_34,living_partner,cat,6,5
12,21,19,16,female,45_54,living_partner,dog,4,5
48,18,21,20,female,35_44,not_living_partner,dog,6,7
48,17,19,21,male,45_54,not_living_partner,dog,5,8
48,20,20,7,female,45_54,living_partner,dog,3,3
47,20,17,26,female,45_54,not_living_partner,cat,6,6
46,18,21,21,female,45_54,not_living_partner,dog,6,6
44,19,17,23,female,25_34,living_partner,dog,5,5
44,20,20,20,female,18_24,living_partner,dog,5,7
12,21,17,8,female,70_over,not_living_partner,dog,6,7
48,19,19,16,female,55_64,living_partner,dog,3,3
44,22,19,15,female,55_64,not_living_partner,dog,3,3
12,22,18,22,female,45_54,not_living_partner,dog,6,6
40,19,20,10,female,55_64,living_partner,horse,3,3
44,18,20,21,female,45_54,not_living_partner,dog,5,7
48,22,20,15,male,55_64,living_partner,dog,5,5
47,22,22,13,female,55_64,not_living_partner,dog,3,3
48,21,21,19,female,70_over,living_partner,dog,3,5
48,22,23,17,female,70_over,living_partner,dog,3,5
47,20,18,15,female,45_54,living_partner,dog,3,4
48,20,20,19,another,25_34,living_partner,cat,3,5
33,24,21,17,female,55_64,living_partner,cat,5,6
48,20,20,14,female,45_54,living_partner,dog,3,3
45,20,21,14,female,45_54,not_living_partner,dog,3,3
48,17,20,22,female,65_70,not_living_partner,dog,3,8
40,22,22,18,male,55_64,living_partner,cat,4,5
44,24,22,15,female,70_over,living_partner,dog,3,3
48,22,20,18,female,25_34,not_living_partner,dog,8,9
47,18,16,20,female,25_34,not_living_partner,dog,5,5
48,19,19,23,female,45_54,living_partner,cat,9,9
48,21,21,16,female,25_34,living_partner,dog,4,5
42,19,20,16,female,35_44,living_partner,dog,4,4
39,25,19,17,female,35_44,living_partner,dog,4,5
48,18,14,17,female,18_24,living_partner,small,6,6
45,22,22,14,female,65_70,living_partner,dog,3,3
48,22,22,15,female,25_34,not_living_partner,dog,4,4
41,16,16,21,female,25_34,living_partner,dog,8,8
41,20,20,17,female,55_64,living_partner,dog,3,3
48,22,22,15,female,65_70,living_partner,cat,3,4
47,22,23,21,male,55_64,living_partner,dog,4,4
45,20,20,21,female,25_34,living_partner,dog,3,7
48,20,19,20,female,55_64,not_living_partner,dog,9,9
40,20,20,23,female,55_64,not_living_partner,cat,5,7
48,20,21,17,female,35_44,not_living_partner,dog,7,6
28,22,20,21,female,65_70,living_partner,dog,3,6
38,24,22,21,male,55_64,living_partner,cat,3,5
48,22,22,13,female,70_over,not_living_partner,dog,3,5
44,21,21,12,female,45_54,living_partner,cat,3,3
47,18,18,13,male,18_24,not_living_partner,cat,4,4
48,21,23,18,female,70_over,not_living_partner,dog,3,3
48,19,17,21,female,25_34,not_living_partner,dog,9,7
44,22,22,17,male,45_54,not_living_partner,cat,3,3
48,21,23,22,female,55_64,not_living_partner,cat,6,6
48,24,22,21,female,35_44,not_living_partner,dog,3,8
46,18,24,20,female,35_44,not_living_partner,dog,3,6
48,21,21,16,female,45_54,living_partner,dog,3,3
48,19,20,13,female,70_over,living_partner,dog,3,3
43,20,20,15,female,55_64,not_living_partner,cat,4,6
45,20,20,14,female,45_54,not_living_partner,dog,4,4
36,22,24,22,female,35_44,living_partner,dog,6,5
48,22,23,13,male,70_over,living_partner,dog,3,4
45,21,22,19,female,55_64,living_partner,dog,5,7
48,22,21,14,female,55_64,living_partner,cat,3,3
37,22,21,20,female,55_64,living_partner,cat,3,6
45,22,22,15,male,70_over,living_partner,cat,3,3
45,20,21,15,female,55_64,living_partner,dog,3,5
33,23,26,18,female,70_over,not_living_partner,cat,5,8
48,22,21,17,female,45_54,living_partner,cat,7,6
43,22,22,14,male,45_54,living_partner,dog,3,3
48,18,19,24,female,35_44,living_partner,dog,3,6
42,22,20,10,female,55_64,living_partner,cat,3,3
48,20,20,17,female,25_34,not_living_partner,dog,6,5
48,22,21,13,female,25_34,not_living_partner,dog,3,4
41,22,20,24,female,18_24,not_living_partner,dog,4,5
40,22,22,15,female,70_over,living_partner,cat,3,3
41,22,23,19,female,18_24,not_living_partner,cat,6,6
48,20,21,21,female,55_64,living_partner,dog,6,4
36,25,20,21,female,18_24,not_living_partner,dog,6,5
48,18,19,22,female,35_44,not_living_partner,cat,6,5
48,18,17,18,female,25_34,living_partner,cat,6,3
40,23,22,18,female,35_44,living_partner,dog,3,3
48,22,20,20,female,65_70,not_living_partner,cat,3,7
43,22,21,15,female,25_34,living_partner,small,3,3
46,14,15,26,female,35_44,not_living_partner,cat,9,9
44,22,21,16,female,55_64,not_living_partner,cat,7,3
39,22,22,16,female,65_70,not_living_partner,dog,5,5
48,19,16,9,female,25_34,not_living_partner,cat,4,5
48,20,21,15,female,65_70,not_living_partner,dog,4,6
44,22,20,19,female,25_34,living_partner,dog,4,6
45,22,21,17,female,25_34,living_partner,dog,4,3
48,21,21,10,female,35_44,living_partner,dog,3,3
33,23,24,16,female,35_44,living_partner,dog,3,5
45,20,20,21,female,45_54,living_partner,dog,3,3
44,25,22,21,female,35_44,living_partner,dog,5,5
47,16,14,24,female,18_24,living_partner,cat,8,8
42,19,16,16,female,35_44,living_partner,dog,3,3
47,20,20,19,male,45_54,living_partner,dog,3,3
45,23,20,18,female,35_44,living_partner,dog,4,5
48,17,21,19,female,25_34,living_partner,dog,4,6
48,19,18,17,female,45_54,living_partner,dog,4,9
12,26,20,20,male,55_64,living_partner,dog,8,5
34,20,22,14,male,65_70,living_partner,cat,3,3
48,15,19,19,female,25_34,living_partner,dog,8,8
48,23,23,18,female,55_64,living_partner,dog,3,4
47,22,19,21,female,55_64,living_partner,cat,3,3
48,22,21,13,female,70_over,not_living_partner,cat,3,5
48,19,23,25,female,55_64,not_living_partner,cat,9,8
46,20,17,20,female,45_54,living_partner,dog,8,8
48,20,22,17,male,70_over,living_partner,cat,4,3
48,21,21,14,male,55_64,living_partner,cat,3,3
48,20,20,7,female,70_over,not_living_partner,dog,3,3
46,22,22,16,female,65_70,living_partner,dog,5,7
48,21,23,21,female,45_54,living_partner,cat,4,5
43,25,22,14,female,55_64,living_partner,cat,5,4
46,23,21,15,female,25_34,living_partner,dog,3,4
48,21,20,14,female,55_64,living_partner,dog,5,4
12,21,24,14,female,55_64,living_partner,dog,3,3
48,19,22,13,female,45_54,not_living_partner,cat,4,4
48,22,22,15,female,65_70,not_living_partner,dog,3,3
12,16,17,27,female,18_24,not_living_partner,dog,8,8
40,21,21,19,male,25_34,living_partner,dog,3,3
48,25,26,16,female,65_70,not_living_partner,dog,3,5
46,16,18,26,female,35_44,not_living_partner,dog,9,6
45,20,22,17,male,55_64,living_partner,cat,3,3
48,19,20,10,female,45_54,living_partner,dog,3,3
42,19,17,9,female,25_34,living_partner,dog,3,3
48,24,23,13,male,45_54,living_partner,dog,3,4
46,20,20,20,male,18_24,not_living_partner,dog,5,6
37,22,19,13,female,55_64,living_partner,cat,4,5
46,22,21,17,female,55_64,not_living_partner,dog,3,3
43,24,24,10,female,55_64,not_living_partner,cat,3,3
46,19,19,15,male,55_64,living_partner,dog,3,4
38,20,20,13,female,18_24,living_partner,dog,3,5
48,21,22,22,female,45_54,living_partner,dog,4,6
48,19,19,16,female,18_24,not_living_partner,dog,3,5
38,19,21,19,female,45_54,not_living_partner,dog,5,4
48,21,22,11,male,45_54,living_partner,dog,3,3
36,20,21,19,female,25_34,living_partner,dog,3,4
40,21,16,22,female,25_34,not_living_partner,dog,6,5
48,21,21,16,female,35_44,not_living_partner,other,9,9
44,22,23,20,female,70_over,not_living_partner,cat,3,4
45,20,20,9,female,55_64,not_living_partner,cat,3,3
48,20,22,16,female,70_over,not_living_partner,dog,3,7
40,22,23,17,female,55_64,living_partner,cat,3,4
46,23,21,17,female,45_54,not_living_partner,cat,3,6
33,19,19,14,female,35_44,living_partner,dog,5,6
41,22,25,15,female,55_64,not_living_partner,dog,5,5
48,15,15,24,female,25_34,not_living_partner,dog,8,8
48,19,20,22,female,18_24,not_living_partner,dog,3,4
47,20,20,8,female,35_44,living_partner,dog,3,3
46,24,23,17,female,45_54,living_partner,dog,4,4
43,20,20,8,female,55_64,living_partner,dog,3,3
36,20,20,18,female,65_70,living_partner,cat,4,6
48,20,22,16,female,18_24,not_living_partner,dog,5,6
48,21,21,18,female,45_54,living_partner,dog,4,4
44,17,18,26,female,65_70,not_living_partner,cat,9,9
44,22,19,22,female,25_34,living_partner,dog,3,7
48,19,22,22,female,55_64,living_partner,dog,4,4
48,18,14,12,female,70_over,not_living_partner,cat,5,4
48,18,16,23,female,45_54,not_living_partner,dog,3,5
47,21,18,24,female,45_54,not_living_partner,cat,6,9
43,19,18,21,female,45_54,living_partner,dog,6,6
47,21,20,12,female,65_70,living_partner,dog,5,3
31,17,16,28,male,35_44,living_partner,dog,9,7
48,21,21,20,female,18_24,not_living_partner,dog,6,6
40,16,15,22,female,25_34,not_living_partner,dog,6,6
48,18,21,20,female,45_54,not_living_partner,dog,9,5
41,20,20,22,female,45_54,not_living_partner,dog,6,7
48,22,20,19,female,45_54,living_partner,dog,5,3
48,20,18,20,female,18_24,living_partner,dog,6,6
48,19,16,26,female,35_44,not_living_partner,dog,9,9
43,22,15,21,female,45_54,not_living_partner,cat,8,8
37,24,26,18,female,45_54,not_living_partner,cat,3,3
47,20,21,18,female,25_34,not_living_partner,cat,4,6
48,20,28,10,female,45_54,not_living_partner,cat,3,3
48,22,21,17,female,45_54,not_living_partner,cat,5,6
43,22,18,23,female,70_over,not_living_partner,cat,4,6
48,22,18,18,female,55_64,living_partner,cat,3,4
48,18,19,18,female,18_24,living_partner,dog,3,3
43,20,20,22,female,18_24,not_living_partner,dog,3,6
47,22,22,16,female,70_over,not_living_partner,cat,4,4
45,24,21,20,female,45_54,living_partner,cat,3,4
42,23,24,18,female,65_70,living_partner,dog,3,3
48,21,21,14,female,45_54,not_living_partner,dog,3,3
47,19,20,16,female,35_44,living_partner,dog,7,6
48,22,22,11,female,70_over,not_living_partner,dog,3,7
43,21,19,15,female,35_44,not_living_partner,dog,7,8
41,16,19,21,female,18_24,not_living_partner,dog,4,3
39,21,25,18,female,45_54,not_living_partner,dog,3,3
43,22,23,17,female,55_64,living_partner,cat,3,6
43,20,18,14,female,45_54,living_partner,dog,3,3
39,21,20,14,female,45_54,living_partner,dog,3,3
43,21,20,22,female,55_64,living_partner,dog,5,6
48,19,19,17,female,18_24,not_living_partner,dog,3,3
48,15,19,8,female,45_54,living_partner,dog,4,3
45,20,20,11,male,65_70,living_partner,dog,3,8
44,18,15,24,female,25_34,living_partner,dog,6,8
48,20,19,14,female,55_64,living_partner,cat,3,3
40,22,22,21,female,65_70,living_partner,dog,3,3
48,21,18,13,female,55_64,living_partner,dog,3,6
48,24,25,22,female,55_64,living_partner,dog,3,3
44,25,21,9,female,65_70,living_partner,dog,3,4
48,20,20,11,female,45_54,living_partner,dog,3,3
48,21,22,13,male,70_over,living_partner,dog,3,6
48,22,22,18,female,45_54,living_partner,cat,5,5
48,21,19,20,female,55_64,not_living_partner,dog,3,6
46,22,22,17,female,70_over,living_partner,dog,3,5
45,20,20,21,female,35_44,not_living_partner,dog,3,7
47,17,16,20,female,18_24,not_living_partner,dog,8,9
48,16,19,22,female,45_54,not_living_partner,cat,9,9
48,19,20,16,female,35_44,living_partner,dog,7,8
45,18,22,22,female,35_44,living_partner,dog,7,5
43,18,18,17,female,35_44,living_partner,dog,3,6
40,21,21,15,female,25_34,living_partner,dog,3,3
48,21,19,20,female,55_64,not_living_partner,dog,3,9
41,15,16,29,female,45_54,not_living_partner,cat,9,9
42,20,18,15,female,45_54,living_partner,dog,6,3
48,22,20,12,female,55_64,living_partner,cat,3,5
47,15,18,21,female,45_54,living_partner,dog,6,4
48,20,22,13,male,35_44,not_living_partner,dog,3,3
48,19,20,20,female,55_64,living_partner,cat,4,6
46,18,18,18,female,65_70,living_partner,cat,7,7
48,22,21,27,female,25_34,living_partner,bird,5,5
48,23,22,17,female,70_over,not_living_partner,cat,3,3
48,20,23,21,female,65_70,not_living_partner,dog,3,8
36,22,20,16,female,70_over,living_partner,cat,4,3
37,25,27,17,female,70_over,not_living_partner,cat,3,3
36,21,21,13,female,65_70,not_living_partner,cat,3,3
48,22,24,18,female,45_54,not_living_partner,cat,3,5
48,21,21,18,female,65_70,living_partner,dog,4,6
46,18,22,15,female,45_54,living_partner,dog,5,3
46,25,22,11,female,45_54,living_partner,dog,6,3
48,21,20,22,female,35_44,living_partner,dog,3,5
44,21,22,12,female,55_64,not_living_partner,dog,3,3
45,24,22,26,female,65_70,living_partner,dog,3,6
39,20,20,18,female,45_54,not_living_partner,dog,3,3
46,20,19,20,female,35_44,not_living_partner,dog,4,7
47,21,22,18,female,35_44,not_living_partner,dog,4,4
40,19,19,20,female,25_34,living_partner,dog,3,4
37,20,20,11,female,45_54,living_partner,cat,4,3
33,21,20,23,female,45_54,living_partner,dog,6,6
48,17,16,22,male,45_54,not_living_partner,dog,6,9
48,22,23,21,female,35_44,not_living_partner,dog,5,5
48,20,23,18,female,55_64,living_partner,dog,3,5
42,24,21,23,female,25_34,not_living_partner,dog,6,6
48,20,22,17,female,45_54,living_partner,cat,5,5
48,22,22,18,female,35_44,not_living_partner,cat,6,4
48,21,21,23,female,35_44,not_living_partner,dog,9,9
12,21,18,18,female,45_54,living_partner,dog,5,9
47,21,19,24,female,35_44,not_living_partner,cat,6,9
17,19,20,7,female,55_64,not_living_partner,cat,3,3
48,18,18,27,male,45_54,not_living_partner,dog,8,9
47,17,16,17,female,18_24,living_partner,dog,5,5
48,20,20,9,male,18_24,not_living_partner,dog,4,5
48,23,21,12,female,35_44,not_living_partner,cat,6,6
48,21,19,24,female,25_34,not_living_partner,dog,9,8
48,19,20,20,female,18_24,not_living_partner,dog,4,6
44,17,21,22,female,18_24,not_living_partner,dog,4,4
41,21,19,13,female,45_54,living_partner,cat,3,3
47,20,22,14,female,65_70,living_partner,cat,7,7
48,20,21,10,female,55_64,not_living_partner,dog,3,3
43,20,20,17,female,55_64,living_partner,dog,3,3
48,15,18,16,female,18_24,living_partner,dog,3,4
48,22,16,16,female,45_54,living_partner,dog,5,5
46,20,20,15,female,45_54,not_living_partner,dog,4,6
45,22,21,18,female,45_54,not_living_partner,dog,4,4
44,24,24,18,female,35_44,living_partner,dog,6,6
46,23,21,16,female,65_70,living_partner,dog,3,4
36,22,19,18,male,55_64,living_partner,cat,3,3
39,21,23,22,female,55_64,living_partner,cat,3,3
12,19,19,13,female,65_70,not_living_partner,dog,7,6
48,24,24,22,male,65_70,not_living_partner,cat,9,9
28,21,23,19,female,18_24,living_partner,cat,6,4
41,24,19,21,female,45_54,living_partner,dog,6,5
39,23,25,16,male,70_over,not_living_partner,dog,3,3
36,24,22,13,female,45_54,not_living_partner,dog,3,3
48,23,23,23,female,70_over,living_partner,dog,6,6
48,25,24,17,female,55_64,not_living_partner,cat,5,5
48,22,20,22,female,70_over,not_living_partner,dog,8,8
48,21,18,14,female,55_64,living_partner,dog,3,4
47,21,21,22,female,55_64,living_partner,dog,9,9
48,22,23,26,female,55_64,not_living_partner,dog,3,9
48,21,22,17,female,35_44,living_partner,dog,6,5
48,20,23,15,female,70_over,not_living_partner,dog,3,4
48,19,19,10,female,45_54,not_living_partner,cat,3,5
45,19,18,18,female,45_54,not_living_partner,dog,3,6
48,25,24,22,female,55_64,not_living_partner,dog,7,6
30,23,21,19,male,45_54,not_living_partner,dog,4,6
48,24,19,24,male,70_over,not_living_partner,dog,8,8
48,24,22,20,female,65_70,not_living_partner,cat,4,6
48,20,20,15,female,45_54,living_partner,dog,3,4
46,22,22,19,female,25_34,not_living_partner,cat,9,6
48,22,21,14,female,35_44,living_partner,dog,3,3
48,19,21,14,female,55_64,living_partner,cat,3,4
47,20,20,17,female,25_34,living_partner,dog,3,3
47,22,23,19,female,45_54,not_living_partner,dog,3,5
46,21,19,18,female,45_54,not_living_partner,dog,3,3
48,26,17,27,female,55_64,living_partner,cat,3,5
48,23,19,18,female,65_70,not_living_partner,cat,3,3
48,18,18,18,female,45_54,living_partner,dog,5,4
44,21,21,9,female,45_54,not_living_partner,dog,3,3
48,18,21,7,female,65_70,not_living_partner,cat,3,3
48,16,17,23,female,25_34,living_partner,dog,5,6
12,20,19,20,female,45_54,living_partner,dog,3,5
46,20,20,20,female,35_44,not_living_partner,dog,4,9
48,21,20,18,female,55_64,living_partner,cat,4,6
43,22,22,12,female,65_70,not_living_partner,dog,3,4
39,22,22,17,female,55_64,not_living_partner,dog,3,6
42,23,26,21,female,70_over,not_living_partner,cat,3,4
40,22,23,20,female,45_54,not_living_partner,dog,5,5
48,18,18,15,female,45_54,not_living_partner,dog,5,5
44,19,20,15,female,25_34,not_living_partner,cat,5,5
46,20,23,21,female,45_54,living_partner,dog,6,6
32,23,18,16,female,45_54,living_partner,dog,3,9
48,19,20,13,female,55_64,not_living_partner,dog,6,6
48,19,19,15,male,55_64,living_partner,dog,4,4
46,22,24,20,male,70_over,not_living_partner,dog,3,8
43,24,18,20,female,55_64,not_living_partner,dog,3,3
47,19,19,15,another,18_24,living_partner,cat,4,5
46,24,23,18,female,45_54,not_living_partner,cat,8,7
48,21,18,20,female,45_54,living_partner,cat,5,5
48,22,21,23,female,55_64,not_living_partner,dog,6,6
46,21,21,14,female,35_44,living_partner,cat,3,3
46,20,20,16,female,45_54,living_partner,dog,3,3
48,19,18,8,male,70_over,living_partner,dog,3,4
48,24,23,23,female,70_over,not_living_partner,dog,6,5
43,20,22,20,female,45_54,living_partner,dog,3,3
47,22,21,22,female,55_64,living_partner,dog,3,9
45,22,22,15,female,55_64,living_partner,cat,3,5
46,19,17,24,female,45_54,living_partner,cat,6,7
47,19,20,7,female,55_64,not_living_partner,dog,3,3
41,19,19,21,female,55_64,living_partner,dog,3,4
48,20,20,9,female,55_64,living_partner,cat,3,3
48,19,20,20,female,18_24,not_living_partner,dog,3,7
41,20,21,19,female,55_64,living_partner,cat,4,4
40,22,22,15,male,70_over,living_partner,dog,3,3
48,21,20,26,female,55_64,not_living_partner,cat,9,9
41,16,16,20,female,45_54,living_partner,cat,5,6
48,16,17,13,female,45_54,living_partner,cat,6,7
48,20,20,16,female,55_64,not_living_partner,dog,3,3
48,25,25,12,female,45_54,not_living_partner,cat,6,8
46,21,21,14,female,35_44,living_partner,cat,3,3
48,20,20,14,female,45_54,living_partner,dog,3,3
48,21,21,19,female,65_70,not_living_partner,dog,3,8
48,21,19,14,female,65_70,living_partner,dog,3,4
45,22,22,12,female,35_44,living_partner,dog,3,3
43,21,22,18,female,55_64,living_partner,dog,3,6
48,22,22,16,female,65_70,not_living_partner,dog,4,4
44,20,19,19,female,45_54,living_partner,dog,6,6
48,18,20,15,female,25_34,living_partner,dog,6,6
42,22,22,12,female,45_54,not_living_partner,dog,3,9
36,20,21,17,male,35_44,not_living_partner,cat,3,3
41,22,20,19,female,55_64,living_partner,dog,3,6
39,22,22,17,female,45_54,living_partner,dog,3,4
46,21,21,21,female,65_70,living_partner,cat,6,6
48,18,14,11,female,55_64,not_living_partner,dog,4,7
48,21,21,14,female,70_over,not_living_partner,cat,3,3
44,21,21,17,female,45_54,living_partner,cat,3,3
48,15,15,28,female,25_34,living_partner,dog,8,8
48,21,20,16,female,18_24,living_partner,cat,5,4
46,21,20,22,female,45_54,living_partner,cat,4,7
47,17,22,20,female,45_54,not_living_partner,dog,4,3
42,23,22,19,male,65_70,living_partner,cat,5,5
48,23,23,17,female,55_64,not_living_partner,dog,5,6
48,20,21,14,female,25_34,living_partner,dog,3,3
48,21,20,22,female,65_70,not_living_partner,dog,6,9
48,20,19,25,female,55_64,living_partner,dog,3,9
34,21,21,17,female,55_64,not_living_partner,dog,3,5
34,23,19,11,female,45_54,living_partner,dog,4,3
48,20,21,20,female,45_54,living_partner,dog,4,4
48,21,20,15,female,65_70,living_partner,dog,3,4
48,21,18,22,female,55_64,living_partner,dog,3,5
48,20,19,9,female,25_34,not_living_partner,cat,9,5
48,17,18,22,female,35_44,living_partner,dog,9,9
48,22,22,7,female,55_64,living_partner,cat,3,3
44,23,22,19,female,55_64,living_partner,dog,4,5
48,17,17,23,female,25_34,living_partner,dog,5,4
48,19,18,19,female,25_34,living_partner,dog,5,6
45,20,20,13,female,55_64,living_partner,dog,3,4
48,15,16,24,female,55_64,living_partner,dog,8,8
46,21,20,14,female,70_over,living_partner,dog,3,3
35,20,20,11,female,70_over,living_partner,cat,5,5
47,16,21,9,female,18_24,not_living_partner,dog,4,3
48,20,18,13,female,35_44,living_partner,dog,3,5
48,19,21,19,female,65_70,not_living_partner,dog,6,7
40,22,22,20,female,45_54,living_partner,dog,5,5
33,21,23,21,male,55_64,living_partner,dog,6,6
48,22,21,10,female,25_34,living_partner,dog,4,4
48,19,21,16,female,25_34,not_living_partner,dog,6,4
44,22,19,23,female,18_24,not_living_partner,cat,3,6
48,15,17,15,male,35_44,living_partner,dog,6,4
44,20,19,15,female,45_54,not_living_partner,dog,3,4
48,19,23,17,female,45_54,living_partner,dog,3,4
41,22,24,18,female,35_44,living_partner,dog,3,3
46,21,20,17,female,35_44,living_partner,dog,5,4
47,19,20,19,female,45_54,not_living_partner,cat,7,5
48,20,22,18,female,55_64,not_living_partner,dog,4,5
28,22,25,22,male,55_64,living_partner,dog,6,4
36,23,23,14,female,35_44,living_partner,dog,4,4
39,21,20,16,female,55_64,not_living_partner,dog,5,5
48,18,15,24,female,25_34,living_partner,cat,4,4
44,21,18,13,female,45_54,living_partner,dog,3,3
12,20,16,21,female,35_44,living_partner,dog,4,4
48,20,21,17,female,35_44,living_partner,dog,7,3
48,17,16,17,female,45_54,living_partner,cat,3,3
47,20,17,24,female,45_54,living_partner,dog,8,9
40,24,21,17,female,65_70,living_partner,cat,3,3
48,22,22,13,male,45_54,living_partner,cat,3,3
45,20,21,12,female,35_44,not_living_partner,dog,4,4
48,24,20,12,female,55_64,living_partner,dog,3,5
45,27,27,21,female,70_over,living_partner,cat,7,7
48,21,20,23,female,18_24,not_living_partner,cat,3,7
48,18,21,14,female,55_64,not_living_partner,cat,6,6
48,18,16,26,female,18_24,not_living_partner,dog,6,9
48,12,17,15,female,18_24,not_living_partner,dog,6,3
48,21,21,11,female,55_64,living_partner,dog,5,5
48,22,22,17,female,45_54,not_living_partner,dog,3,5
12,21,19,16,female,25_34,not_living_partner,dog,4,4
48,19,20,20,female,55_64,living_partner,dog,9,8
48,18,20,12,female,45_54,living_partner,dog,7,4
