comfort,mental_health_pre,mental_health_since,wellbeing_since,gender,age,partner,species,loneliness_pre,loneliness_since
48,22,23,21,female,25_34,living_partner,dog,4,4
46,17,17,19,female,45_54,living_partner,dog,5,5
39,20,21,20,female,55_64,not_living_partner,dog,6,6
42,20,20,18,female,55_64,not_living_partner,cat,7,9
47,15,16,19,female,35_44,not_living_partner,dog,9,9
48,18,20,16,female,55_64,living_partner,dog,3,7
37,21,19,12,female,35_44,living_partner,dog,6,5
12,21,22,10,female,55_64,living_partner,cat,3,3
48,19,18,21,female,45_54,living_partner,cat,6,3
48,22,20,9,female,35_44,not_living_partner,cat,4,4
45,20,18,22,female,25_34,living_partner,dog,3,5
48,19,19,19,female,35_44,living_partner,dog,6,6
48,18,21,17,female,55_64,living_partner,dog,6,9
47,22,22,20,female,45_54,living_partner,dog,6,3
48,18,19,21,female,55_64,living_partner,dog,3,3
46,20,18,20,female,70_over,living_partner,dog,3,5
36,23,20,14,female,35_44,not_living_partner,cat,4,4
46,20,21,20,male,55_64,not_living_partner,cat,3,6
48,23,24,22,male,55_64,not_living_partner,dog,6,6
34,24,23,17,female,35_44,not_living_partner,dog,3,3
47,18,19,20,female,35_44,not_living_partner,dog,6,6
35,19,20,23,female,65_70,not_living_partner,cat,5,9
34,21,21,25,female,18_24,not_living_partner,cat,4,5
48,21,23,7,female,65_70,living_partner,dog,3,3
36,19,20,26,female,18_24,not_living_partner,dog,4,8
34,21,21,19,female,45_54,not_living_partner,dog,6,6
40,20,21,9,female,45_54,living_partner,dog,4,3
46,20,20,18,female,35_44,living_partner,dog,4,4
45,21,19,13,female,55_64,not_living_partner,dog,6,6
40,25,22,16,female,55_64,not_living_partner,dog,3,5
31,19,20,14,female,25_34,living_partner,cat,3,3
44,21,19,25,female,70_over,living_partner,cat,4,9
45,21,22,18,female,35_44,not_living_partner,cat,5,4
46,20,19,14,female,45_54,living_partner,dog,6,4
48,23,23,19,female,25_34,living_partner,dog,4,5
45,22,21,21,female,45_54,living_partner,dog,3,5
46,18,18,13,female,25_34,not_living_partner,dog,6,6
29,22,22,11,female,45_54,not_living_partner,cat,3,3
48,20,15,17,female,25_34,living_partner,cat,3,3
48,20,20,15,female,45_54,not_living_partner,dog,3,3
35,21,22,9,female,70_over,not_living_partner,dog,6,7
48,20,20,22,female,35_44,living_partner,dog,6,6
48,20,17,21,female,35_44,living_partner,dog,3,3
48,19,19,15,female,25_34,living_partner,dog,3,5
45,22,24,18,female,45_54,not_living_partner,dog,4,4
48,19,20,18,female,55_64,not_living_partner,dog,4,6
48,21,21,15,female,65_70,not_living_partner,cat,3,6
46,21,20,20,female,25_34,living_partner,cat,5,5
42,20,20,21,male,25_34,living_partner,cat,3,4
45,20,19,18,female,45_54,living_partner,dog,3,3
48,22,22,21,female,45_54,living_partner,cat,6,6
44,13,12,27,female,45_54,living_partner,dog,7,7
48,21,19,17,female,25_34,not_living_partner,cat,3,4
40,22,22,22,female,35_44,living_partner,cat,4,6
47,20,21,15,female,45_54,not_living_partner,dog,4,4
30,21,20,18,female,35_44,living_partner,dog,6,5
48,18,19,17,female,55_64,not_living_partner,cat,6,6
48,19,17,20,female,25_34,not_living_partner,dog,5,9
37,22,22,16,female,70_over,not_living_partner,cat,4,5
42,23,22,18,female,70_over,not_living_partner,dog,6,6
39,23,22,23,female,65_70,living_partner,dog,6,6
37,22,20,20,female,70_over,not_living_partner,cat,3,5
45,20,18,23,female,55_64,living_partner,cat,5,5
42,21,22,17,female,35_44,living_partner,cat,4,5
12,20,18,27,female,70_over,not_living_partner,cat,9,6
47,21,21,16,female,35_44,living_partner,cat,6,4
45,20,20,17,female,45_54,living_partner,cat,3,3
40,13,16,16,male,25_34,living_partner,dog,3,3
46,16,18,23,female,45_54,living_partner,dog,3,4
48,19,18,18,female,35_44,living_partner,dog,3,3
44,19,23,21,male,25_34,living_partner,dog,5,3
44,19,17,19,female,35_44,living_partner,dog,5,5
36,19,20,18,female,55_64,not_living_partner,dog,6,3
44,18,20,16,female,70_over,not_living_partner,dog,8,9
48,18,16,18,female,18_24,living_partner,dog,7,4
48,25,23,15,female,55_64,living_partner,dog,6,3
47,18,19,15,female,45_54,living_partner,dog,3,4
45,22,21,22,female,55_64,not_living_partner,dog,3,8
45,24,24,17,female,35_44,not_living_partner,dog,3,3
48,23,22,9,female,55_64,not_living_partner,cat,3,3
45,26,19,24,female,55_64,not_living_partner,cat,3,5
47,19,19,20,female,55_64,not_living_partner,cat,6,6
48,22,16,23,female,25_34,not_living_partner,dog,5,7
45,20,20,9,male,18_24,not_living_partner,cat,3,3
48,19,22,18,female,25_34,living_partner,small,5,5
48,23,25,20,female,45_54,not_living_partner,dog,4,4
43,19,20,16,female,65_70,living_partner,dog,5,5
46,22,22,22,female,35_44,living_partner,dog,6,5
37,18,17,13,male,18_24,not_living_partner,small,6,5
44,20,20,17,female,45_54,living_partner,dog,4,5
39,19,20,18,female,25_34,not_living_partner,cat,5,8
22,20,18,25,female,35_44,living_partner,dog,8,6
48,22,21,26,female,25_34,living_partner,dog,7,7
48,23,20,23,female,55_64,not_living_partner,dog,3,9
48,22,20,17,female,65_70,not_living_partner,dog,6,6
48,18,16,15,female,18_24,not_living_partner,dog,9,8
33,16,16,25,female,55_64,living_partner,dog,6,7
30,21,24,20,male,35_44,living_partner,cat,4,5
46,22,21,17,female,65_70,not_living_partner,dog,3,6
41,19,20,19,female,65_70,not_living_partner,dog,3,3
47,20,21,12,male,55_64,living_partner,dog,3,4
45,22,20,15,female,55_64,not_living_partner,dog,6,6
41,21,20,16,male,35_44,living_partner,dog,3,4
27,21,21,16,female,55_64,living_partner,dog,3,7
48,15,15,23,female,18_24,living_partner,dog,5,7
38,21,23,12,male,65_70,living_partner,dog,3,3
42,18,18,18,female,25_34,living_partner,dog,5,6
41,21,21,12,female,45_54,living_partner,dog,4,4
43,20,20,21,female,55_64,living_partner,cat,4,5
48,22,21,13,female,70_over,not_living_partner,dog,3,7
48,21,21,19,male,65_70,not_living_partner,cat,3,6
48,22,23,18,female,25_34,living_partner,cat,5,4
12,19,18,15,female,25_34,living_partner,dog,6,6
47,21,20,21,female,65_70,living_partner,dog,6,6
45,20,20,18,female,70_over,not_living_partner,dog,3,7
48,22,18,21,female,45_54,not_living_partner,cat,5,5
45,20,18,21,female,70_over,not_living_partner,dog,6,6
48,22,21,15,female,45_54,living_partner,dog,4,4
42,24,20,14,female,55_64,not_living_partner,cat,3,8
48,21,21,17,female,65_70,living_partner,dog,3,3
40,22,21,23,female,55_64,not_living_partner,dog,6,6
44,23,22,17,female,35_44,living_partner,cat,4,4
12,20,19,20,female,65_70,living_partner,dog,3,9
43,17,19,24,female,45_54,living_partner,dog,8,7
47,20,20,15,female,65_70,living_partner,dog,6,5
48,21,20,17,female,45_54,not_living_partner,cat,3,3
48,20,19,24,female,45_54,living_partner,dog,4,9
48,21,22,18,female,25_34,living_partner,cat,4,4
48,21,19,14,female,55_64,living_partner,dog,6,4
39,21,21,10,female,70_over,living_partner,dog,4,3
47,24,21,22,female,55_64,not_living_partner,cat,7,9
48,25,22,19,male,35_44,living_partner,dog,3,3
46,20,22,24,female,70_over,not_living_partner,dog,3,7
48,23,23,17,female,45_54,living_partner,dog,3,4
46,20,17,18,female,18_24,not_living_partner,small,6,4
44,20,20,10,female,70_over,living_partner,dog,4,9
39,20,21,13,female,45_54,living_partner,dog,3,4
48,18,19,21,female,45_54,living_partner,dog,3,3
39,23,22,16,female,45_54,living_partner,dog,5,3
47,21,19,19,female,35_44,not_living_partner,cat,5,5
39,22,21,22,female,55_64,not_living_partner,dog,7,8
47,18,18,23,female,65_70,not_living_partner,dog,7,7
43,21,24,17,female,55_64,living_partner,dog,4,4
46,22,21,19,female,55_64,not_living_partner,dog,8,6
48,17,17,18,female,45_54,not_living_partner,dog,7,7
35,21,18,20,female,65_70,not_living_partner,dog,3,5
47,20,17,25,female,25_34,not_living_partner,dog,6,7
45,20,19,19,female,45_54,living_partner,dog,4,4
42,19,25,21,female,65_70,not_living_partner,cat,5,8
45,19,18,27,female,45_54,not_living_partner,dog,8,8
48,22,24,25,female,70_over,not_living_partner,dog,5,6
48,22,22,16,female,65_70,living_partner,dog,4,5
47,22,22,16,female,70_over,living_partner,dog,3,5
47,24,21,16,female,55_64,living_partner,dog,3,3
48,22,19,16,female,45_54,living_partner,dog,3,5
38,24,25,21,female,65_70,living_partner,cat,3,3
41,22,22,15,female,70_over,not_living_partner,dog,6,9
48,18,18,21,female,55_64,not_living_partner,dog,8,9
40,21,19,20,female,65_70,not_living_partner,dog,3,6
48,21,20,23,female,55_64,living_partner,dog,3,9
39,21,22,11,female,55_64,living_partner,dog,5,4
45,17,20,20,female,55_64,not_living_partner,cat,6,8
46,22,25,25,female,65_70,living_partner,dog,9,9
43,21,21,13,female,70_over,not_living_partner,dog,4,4
44,19,20,15,female,55_64,not_living_partner,dog,3,3
46,22,20,17,female,55_64,living_partner,cat,4,6
45,19,19,16,female,25_34,not_living_partner,dog,3,6
44,20,21,11,female,45_54,not_living_partner,cat,3,5
38,22,22,18,male,70_over,not_living_partner,cat,4,5
48,23,23,16,female,25_34,living_partner,dog,3,5
48,21,20,14,female,70_over,not_living_partner,dog,3,3
44,22,20,13,female,70_over,not_living_partner,dog,3,3
48,22,23,22,female,70_over,living_partner,dog,4,7
40,20,20,16,male,55_64,living_partner,dog,3,4
43,23,22,24,female,55_64,living_partner,bird,3,3
48,21,18,21,female,65_70,not_living_partner,dog,4,8
48,21,21,17,female,55_64,not_living_partner,cat,9,9
33,24,20,18,female,65_70,not_living_partner,dog,3,3
48,22,23,22,female,70_over,living_partner,dog,4,6
41,20,23,18,female,65_70,living_partner,dog,3,6
46,20,20,16,female,55_64,not_living_partner,dog,8,8
44,23,20,14,female,70_over,not_living_partner,dog,4,6
48,21,20,17,female,55_64,living_partner,dog,4,5
45,21,22,23,female,65_70,living_partner,dog,6,6
44,15,16,26,female,25_34,not_living_partner,cat,7,7
36,24,25,20,female,55_64,living_partner,dog,7,4
48,24,22,14,female,70_over,living_partner,dog,6,3
48,22,24,15,female,70_over,living_partner,cat,4,6
35,20,23,14,female,35_44,living_partner,dog,4,3
46,17,16,26,female,25_34,living_partner,cat,6,7
39,21,21,19,female,35_44,living_partner,dog,4,4
48,16,23,20,female,25_34,living_partner,dog,5,5
46,17,20,16,female,55_64,living_partner,dog,4,7
44,19,19,20,female,25_34,living_partner,cat,5,5
12,20,19,20,female,55_64,living_partner,dog,3,5
41,18,19,16,female,25_34,living_partner,cat,4,4
46,20,20,21,female,55_64,not_living_partner,dog,6,9
48,19,21,15,male,45_54,living_partner,dog,3,3
48,22,19,16,female,70_over,not_living_partner,cat,3,6
48,22,23,17,female,45_54,not_living_partner,cat,6,4
48,18,18,22,female,55_64,not_living_partner,dog,3,6
44,21,21,15,female,55_64,living_partner,dog,4,4
48,20,19,24,female,18_24,not_living_partner,dog,6,7
48,22,21,10,female,55_64,not_living_partner,dog,3,3
42,22,20,18,female,65_70,not_living_partner,dog,3,5
43,22,21,15,female,55_64,living_partner,cat,3,3
40,20,22,20,female,35_44,not_living_partner,dog,3,9
48,22,22,16,female,55_64,living_partner,dog,4,3
38,22,22,15,male,65_70,living_partner,dog,3,5
48,23,18,22,female,65_70,not_living_partner,dog,4,9
39,22,23,15,female,70_over,not_living_partner,dog,3,4
42,20,20,17,female,25_34,living_partner,dog,6,6
48,17,16,22,female,45_54,not_living_partner,dog,3,3
48,22,22,16,female,70_over,living_partner,dog,3,5
44,19,19,10,female,35_44,not_living_partner,dog,6,5
36,18,19,19,female,65_70,not_living_partner,cat,6,6
43,20,20,23,pref_not_say,45_54,not_living_partner,dog,7,7
12,19,20,23,female,45_54,living_partner,dog,6,6
44,19,20,19,male,45_54,living_partner,dog,3,4
46,17,21,21,female,45_54,living_partner,cat,5,3
45,20,21,17,female,45_54,living_partner,cat,3,3
42,19,19,17,female,35_44,living_partner,cat,3,6
44,24,24,18,female,65_70,not_living_partner,dog,3,7
48,20,20,14,female,70_over,not_living_partner,dog,3,4
45,18,17,17,female,65_70,not_living_partner,cat,7,9
42,18,21,22,female,35_44,living_partner,cat,4,5
40,20,18,21,female,55_64,living_partner,dog,4,4
40,20,20,24,female,25_34,living_partner,cat,5,4
48,20,21,18,female,45_54,not_living_partner,dog,6,6
48,22,21,14,female,45_54,not_living_partner,dog,3,3
48,20,22,22,female,55_64,living_partner,dog,8,5
40,23,22,21,female,45_54,not_living_partner,dog,3,3
48,22,22,21,female,55_64,not_living_partner,cat,7,9
43,19,17,26,male,25_34,living_partner,cat,4,5
33,20,21,18,female,35_44,living_partner,cat,3,4
48,22,21,18,female,35_44,living_partner,dog,4,3
41,22,20,18,female,25_34,not_living_partner,dog,4,4
43,23,25,17,female,65_70,not_living_partner,dog,3,4
45,20,19,20,female,25_34,not_living_partner,dog,5,6
46,18,16,27,female,25_34,living_partner,dog,3,4
48,20,19,21,female,25_34,living_partner,cat,3,5
42,22,23,15,female,55_64,not_living_partner,dog,3,3
44,17,21,20,female,35_44,living_partner,dog,6,6
44,22,23,24,female,55_64,not_living_partner,cat,4,6
48,20,20,17,female,35_44,not_living_partner,dog,3,8
43,22,22,20,female,35_44,not_living_partner,cat,6,5
45,21,21,11,female,25_34,living_partner,cat,4,4
48,21,19,21,female,45_54,not_living_partner,dog,3,9
47,22,27,22,male,55_64,not_living_partner,dog,6,9
48,20,17,21,female,55_64,living_partner,cat,3,3
48,21,22,17,female,55_64,living_partner,dog,3,3
48,17,18,20,female,45_54,not_living_partner,cat,6,6
36,26,24,19,male,70_over,living_partner,dog,5,6
48,20,20,8,female,65_70,living_partner,dog,3,3
45,20,21,17,female,65_70,not_living_partner,dog,4,4
48,22,22,9,female,70_over,living_partner,cat,3,6
48,23,22,14,female,45_54,living_partner,dog,4,4
39,23,21,18,female,70_over,living_partner,cat,5,5
48,20,21,10,female,35_44,living_partner,dog,3,3
48,20,20,13,female,35_44,living_partner,dog,6,3
48,11,14,21,female,25_34,not_living_partner,dog,8,8
44,23,20,23,female,45_54,not_living_partner,dog,6,6
20,19,20,11,female,70_over,living_partner,dog,4,4
42,20,20,10,female,55_64,not_living_partner,dog,3,3
48,23,15,21,female,45_54,living_partner,dog,6,4
48,21,21,20,female,45_54,living_partner,cat,3,3
38,22,21,21,female,45_54,living_partner,dog,6,6
47,19,20,22,female,55_64,not_living_partner,cat,4,9
46,17,20,20,female,35_44,living_partner,dog,3,4
46,22,20,21,female,25_34,living_partner,dog,7,9
44,22,20,17,female,55_64,not_living_partner,dog,3,6
48,19,20,11,female,55_64,living_partner,dog,5,5
48,22,23,19,female,55_64,living_partner,dog,5,5
47,23,25,19,female,55_64,living_partner,cat,6,6
44,22,19,19,female,35_44,not_living_partner,dog,3,4
47,21,19,12,female,70_over,living_partner,dog,3,3
46,22,22,13,female,55_64,living_partner,dog,3,4
43,22,22,23,female,45_54,living_partner,dog,6,6
30,24,23,11,female,45_54,living_partner,cat,3,3
48,20,21,12,female,55_64,not_living_partner,cat,6,4
44,21,23,18,female,55_64,living_partner,dog,7,5
43,22,20,21,female,35_44,not_living_partner,dog,6,5
45,21,20,15,female,25_34,living_partner,dog,3,3
46,19,20,11,female,25_34,not_living_partner,small,5,3
12,20,20,25,female,55_64,not_living_partner,dog,5,9
48,18,21,12,female,70_over,not_living_partner,dog,4,5
39,19,18,15,female,35_44,living_partner,cat,3,4
48,19,24,20,female,55_64,not_living_partner,dog,8,6
46,18,21,20,male,45_54,living_partner,dog,6,6
46,20,21,21,female,45_54,living_partner,dog,4,4
48,22,21,18,female,65_70,living_partner,dog,6,5
48,20,20,13,female,35_44,living_partner,cat,6,6
34,21,24,17,female,70_over,not_living_partner,cat,7,8
48,21,19,22,female,45_54,living_partner,dog,4,4
48,21,18,19,female,35_44,not_living_partner,dog,3,5
40,23,21,16,female,45_54,living_partner,dog,3,3
45,23,24,16,female,45_54,living_partner,cat,5,3
48,16,16,27,female,35_44,living_partner,dog,6,7
48,20,17,20,female,35_44,living_partner,cat,3,5
44,23,21,27,female,45_54,living_partner,dog,6,8
42,21,22,16,female,55_64,living_partner,dog,4,5
44,26,23,22,female,45_54,living_partner,dog,4,3
45,19,21,19,female,25_34,living_partner,dog,3,4
41,22,21,22,female,45_54,living_partner,dog,3,6
45,22,22,13,female,65_70,living_partner,dog,3,3
47,23,19,14,female,45_54,living_partner,cat,3,3
42,22,18,16,female,55_64,living_partner,dog,3,5
43,22,21,24,female,65_70,not_living_partner,dog,8,8
43,19,20,13,female,25_34,living_partner,cat,3,5
48,21,18,31,female,35_44,not_living_partner,dog,6,9
41,21,22,9,female,55_64,living_partner,cat,3,3
46,20,19,21,female,45_54,living_partner,dog,3,6
35,22,21,19,female,45_54,living_partner,dog,3,3
26,19,17,25,female,45_54,living_partner,fish,6,9
47,19,20,22,female,25_34,living_partner,cat,5,4
40,16,20,10,male,65_70,living_partner,dog,4,5
48,20,17,16,female,45_54,not_living_partner,cat,8,9
46,21,21,21,female,45_54,living_partner,dog,5,5
44,19,21,17,female,65_70,living_partner,dog,3,3
45,21,21,25,female,35_44,living_partner,cat,6,6
47,19,17,23,female,35_44,not_living_partner,dog,3,3
47,22,22,24,female,55_64,living_partner,dog,4,4
45,22,21,17,female,70_over,not_living_partner,dog,4,4
48,14,14,18,female,55_64,not_living_partner,dog,9,9
39,21,21,18,female,45_54,living_partner,dog,5,5
47,22,22,14,female,45_54,living_partner,cat,3,3
48,18,17,23,female,25_34,living_partner,cat,6,3
48,20,21,21,female,70_over,living_partner,dog,3,5
12,21,22,16,female,45_54,living_partner,dog,3,3
46,19,18,21,female,45_54,not_living_partner,horse,7,8
37,20,19,10,female,35_44,not_living_partner,cat,4,4
45,19,16,26,female,45_54,living_partner,cat,4,8
46,19,19,14,female,55_64,living_partner,cat,3,6
42,22,20,9,female,45_54,living_partner,dog,3,5
48,21,20,18,female,45_54,living_partner,dog,4,4
46,22,21,20,female,55_64,not_living_partner,dog,6,8
37,22,22,17,female,25_34,not_living_partner,cat,5,6
48,20,19,21,female,35_44,not_living_partner,cat,6,9
48,18,18,20,female,25_34,living_partner,cat,3,4
48,20,20,16,female,55_64,not_living_partner,cat,3,3
39,20,20,17,female,45_54,not_living_partner,dog,3,3
45,19,19,11,female,45_54,living_partner,cat,3,4
37,18,18,21,female,35_44,living_partner,dog,9,9
46,23,23,22,female,55_64,not_living_partner,dog,7,6
45,15,16,27,female,25_34,living_partner,cat,6,8
48,19,22,22,female,45_54,not_living_partner,dog,3,5
48,22,24,19,female,70_over,living_partner,dog,3,5
39,20,20,21,female,70_over,living_partner,cat,3,6
48,20,20,18,female,45_54,not_living_partner,cat,3,3
44,21,21,10,female,55_64,not_living_partner,dog,5,5
35,24,22,13,female,65_70,living_partner,cat,3,3
47,22,21,18,female,55_64,not_living_partner,dog,6,5
48,26,24,17,female,35_44,not_living_partner,cat,6,6
40,22,19,11,male,45_54,living_partner,dog,3,5
40,26,23,18,female,65_70,not_living_partner,cat,3,3
39,21,21,8,female,65_70,living_partner,dog,3,3
37,22,22,14,female,65_70,living_partner,dog,3,6
48,19,19,26,female,25_34,living_partner,dog,7,8
48,19,18,23,female,25_34,not_living_partner,dog,4,8
48,20,20,16,female,55_64,not_living_partner,dog,3,9
42,22,19,26,female,45_54,living_partner,cat,3,7
48,19,21,20,female,45_54,living_partner,dog,3,5
41,20,21,22,female,55_64,living_partner,dog,3,5
45,18,19,17,female,70_over,not_living_partner,cat,3,8
38,23,22,20,female,45_54,not_living_partner,cat,4,4
47,18,22,20,female,35_44,living_partner,small,4,6
12,16,19,23,female,25_34,living_partner,dog,5,5
47,19,17,29,female,35_44,living_partner,dog,4,5
46,19,19,14,male,55_64,living_partner,dog,5,3
34,20,21,11,female,65_70,not_living_partner,dog,6,6
48,22,18,19,female,45_54,living_partner,dog,3,5
48,21,17,34,female,35_44,not_living_partner,dog,3,5
41,17,14,12,female,25_34,not_living_partner,dog,5,5
15,20,20,14,female,55_64,living_partner,dog,3,4
43,22,23,20,female,55_64,living_partner,dog,3,4
42,21,21,19,female,45_54,living_partner,dog,3,3
34,23,22,21,male,45_54,not_living_partner,cat,5,6
48,20,16,24,female,35_44,not_living_partner,dog,8,6
36,20,19,17,female,35_44,not_living_partner,dog,6,6
48,24,27,35,female,70_over,living_partner,dog,3,9
37,23,21,21,female,45_54,living_partner,cat,3,3
45,20,18,16,female,55_64,not_living_partner,dog,3,9
39,21,21,19,male,45_54,living_partner,cat,6,5
48,16,16,29,female,25_34,living_partner,dog,9,9
48,20,19,13,male,35_44,living_partner,dog,3,3
42,28,25,23,female,65_70,not_living_partner,dog,6,9
48,21,21,11,female,45_54,living_partner,dog,3,3
47,20,21,15,female,45_54,living_partner,dog,4,4
27,21,20,16,female,35_44,living_partner,small,4,5
44,20,23,18,male,25_34,living_partner,cat,3,5
48,19,19,14,female,25_34,living_partner,dog,3,4
46,24,26,21,male,55_64,not_living_partner,dog,3,7
48,18,19,16,female,35_44,living_partner,dog,3,3
45,20,16,18,female,25_34,living_partner,cat,3,3
42,22,21,15,female,45_54,not_living_partner,dog,3,5
45,19,19,17,female,25_34,not_living_partner,cat,4,6
46,23,21,16,female,45_54,living_partner,dog,3,4
47,20,20,18,female,25_34,living_partner,dog,4,4
42,20,19,14,female,45_54,living_partner,dog,3,3
48,23,24,15,female,45_54,living_partner,small,7,5
28,21,24,17,female,55_64,living_partner,dog,4,6
47,21,22,12,female,55_64,living_partner,dog,3,3
41,19,18,22,female,45_54,living_partner,dog,3,3
21,20,19,13,male,35_44,living_partner,cat,6,6
48,20,18,13,female,25_34,living_partner,cat,3,3
38,19,20,20,female,25_34,living_partner,cat,4,4
48,21,24,17,female,45_54,living_partner,dog,9,8
46,22,21,22,female,45_54,living_partner,cat,6,3
40,23,20,15,female,35_44,living_partner,cat,4,3
47,20,22,20,female,45_54,not_living_partner,dog,5,3
41,19,18,14,female,25_34,not_living_partner,dog,3,6
46,20,19,7,female,55_64,living_partner,dog,3,3
42,19,19,20,female,55_64,living_partner,dog,5,6
48,20,19,20,female,25_34,living_partner,dog,3,4
48,17,19,19,female,45_54,living_partner,cat,5,5
47,23,19,15,female,25_34,not_living_partner,dog,4,5
12,19,18,7,female,45_54,living_partner,cat,3,4
44,20,21,20,female,45_54,living_partner,cat,3,3
48,18,19,20,female,25_34,living_partner,cat,4,3
48,19,20,13,female,25_34,living_partner,dog,6,3
40,21,22,16,female,35_44,living_partner,dog,5,5
48,21,21,20,female,25_34,living_partner,cat,4,4
48,17,15,23,female,25_34,living_partner,cat,8,8
48,19,18,19,female,35_44,living_partner,small,5,5
48,21,21,15,female,55_64,not_living_partner,dog,6,6
45,17,15,19,female,65_70,not_living_partner,dog,6,6
48,21,20,20,female,45_54,living_partner,dog,3,4
35,23,24,20,female,35_44,living_partner,dog,6,8
44,22,21,22,female,35_44,living_partner,cat,4,6
48,20,20,12,female,55_64,not_living_partner,dog,3,3
36,24,23,15,female,65_70,living_partner,dog,3,4
37,22,20,21,female,35_44,living_partner,dog,6,6
42,22,17,16,female,25_34,living_partner,cat,3,4
36,21,21,18,female,55_64,living_partner,cat,6,5
48,22,18,20,female,25_34,living_partner,reptile,4,7
41,21,19,23,female,55_64,living_partner,dog,7,8
27,22,20,22,female,45_54,living_partner,cat,6,9
45,24,22,21,female,45_54,living_partner,dog,3,3
43,20,23,20,female,25_34,not_living_partner,cat,7,9
36,22,21,11,female,55_64,living_partner,dog,4,5
48,21,18,26,female,55_64,not_living_partner,cat,3,9
48,20,21,19,female,45_54,not_living_partner,cat,6,5
12,22,23,18,female,55_64,living_partner,dog,3,3
43,20,19,19,female,25_34,living_partner,cat,8,7
48,20,21,17,female,55_64,not_living_partner,dog,6,9
48,20,22,21,female,55_64,not_living_partner,dog,3,5
46,18,19,22,female,35_44,living_partner,dog,6,3
45,22,22,11,female,45_54,not_living_partner,cat,4,4
43,22,21,12,female,70_over,living_partner,dog,3,3
41,22,21,16,female,55_64,not_living_partner,dog,3,6
41,18,18,17,female,35_44,not_living_partner,dog,6,4
38,22,22,23,female,55_64,not_living_partner,dog,4,6
36,21,19,17,female,45_54,not_living_partner,cat,6,7
47,17,21,15,female,35_44,not_living_partner,dog,8,3
42,21,21,22,female,45_54,living_partner,dog,6,9
36,21,21,15,female,25_34,living_partner,dog,3,3
48,19,17,26,female,25_34,living_partner,dog,3,3
48,22,18,17,female,25_34,living_partner,dog,3,3
48,17,22,22,female,55_64,not_living_partner,cat,3,3
48,18,21,20,female,25_34,living_partner,dog,5,5
48,22,20,17,female,55_64,living_partner,dog,3,5
48,14,19,20,female,18_24,living_partner,small,9,6
38,23,22,22,female,45_54,living_partner,dog,3,4
44,22,20,18,female,35_44,not_living_partner,cat,3,7
48,21,20,16,female,55_64,living_partner,dog,4,4
41,20,20,16,female,45_54,living_partner,dog,4,4
45,18,21,22,female,35_44,not_living_partner,cat,4,8
12,19,19,13,female,70_over,not_living_partner,dog,6,7
48,21,20,17,female,45_54,living_partner,dog,5,5
44,16,19,16,female,70_over,not_living_partner,dog,4,6
48,20,24,7,female,65_70,living_partner,cat,3,6
44,22,17,16,female,35_44,living_partner,dog,4,6
40,20,21,15,female,35_44,not_living_partner,dog,4,3
48,18,19,12,female,55_64,not_living_partner,dog,3,6
48,15,19,20,female,25_34,living_partner,cat,8,4
34,18,18,20,female,25_34,not_living_partner,small,6,4
47,18,18,19,female,35_44,not_living_partner,dog,7,9
47,22,19,18,female,45_54,living_partner,dog,9,9
40,20,18,23,female,45_54,not_living_partner,cat,3,3
46,20,20,21,female,70_over,living_partner,dog,4,3
48,20,19,18,female,55_64,living_partner,dog,5,4
48,22,18,16,female,45_54,not_living_partner,dog,6,6
46,20,20,14,female,45_54,not_living_partner,dog,5,6
43,17,19,19,female,25_34,not_living_partner,dog,3,4
42,18,20,18,female,35_44,not_living_partner,cat,6,6
43,22,23,18,female,70_over,living_partner,dog,3,3
46,19,18,19,female,35_44,not_living_partner,cat,6,6
46,18,15,24,female,18_24,not_living_partner,dog,6,6
48,20,20,10,female,45_54,not_living_partner,dog,6,9
41,21,21,17,female,45_54,living_partner,cat,6,4
46,20,18,19,female,25_34,living_partner,cat,5,5
48,24,22,13,female,25_34,not_living_partner,cat,6,6
48,20,21,14,female,55_64,living_partner,dog,3,3
40,22,24,16,female,45_54,not_living_partner,cat,6,8
44,24,22,17,female,45_54,living_partner,dog,3,3
44,23,19,27,female,25_34,living_partner,cat,6,6
44,20,18,16,female,25_34,not_living_partner,dog,6,5
48,19,16,27,female,55_64,living_partner,dog,3,9
29,25,23,24,female,65_70,living_partner,dog,4,8
42,18,20,21,female,45_54,living_partner,dog,6,8
40,19,18,25,female,35_44,living_partner,dog,4,4
48,17,21,29,female,55_64,living_partner,cat,3,3
41,22,21,13,male,55_64,living_partner,dog,3,3
36,21,19,12,female,55_64,living_partner,cat,6,3
48,19,20,13,female,35_44,living_partner,dog,3,3
47,23,23,20,female,45_54,not_living_partner,dog,3,4
44,23,21,18,female,45_54,not_living_partner,dog,4,3
20,21,21,13,female,35_44,living_partner,dog,3,5
48,21,20,20,female,25_34,living_partner,dog,4,5
36,19,19,22,female,45_54,living_partner,dog,3,6
45,20,21,14,female,45_54,not_living_partner,dog,5,5
48,20,21,16,female,25_34,living_partner,cat,3,4
45,21,21,20,female,55_64,not_living_partner,dog,5,7
39,21,20,16,female,35_44,living_partner,dog,3,3
41,20,20,25,female,35_44,living_partner,dog,3,3
48,16,17,13,female,25_34,not_living_partner,dog,6,7
46,21,20,26,female,65_70,not_living_partner,dog,4,8
27,20,26,16,female,45_54,living_partner,other,6,6
45,15,15,14,female,18_24,not_living_partner,cat,6,6
45,22,21,18,female,55_64,living_partner,dog,6,5
